column_a,player_id,year,rnd,pick,tm,player,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
1999Derrick Fletcher,FletDe20,1999,5,154,NWE,Derrick Fletcher,No,T,T,1,24,2005,0,0,0,3,1,21,,,,,,,,,,,,,,,Baylor
1999Jay Foreman,ForeJa20,1999,5,156,BUF,Jay Foreman,No,LB,LB,25,23,2006,0,0,4,28,7,84,,,,,,,,,,,,367,,4.5,Nebraska
1999David Bowens,BoweDa20,1999,5,158,DEN,David Bowens,No,DE,DE,4,22,2010,0,0,2,29,0,167,,,,,,,,,,,,227,4,38.5,West. Illinois
1999Jason Craft,CrafJa20,1999,5,160,JAX,Jason Craft,No,DB,DB,17,23,2008,0,0,1,24,16,148,,,,,,,,,,,,350,14,4,Colorado St.
1999Jermaine Jones,JoneJe21,1999,5,162,NYJ,Jermaine Jones,No,DB,DB,0,23,2002,0,0,0,0,0,3,,,,,,,,,,,,,,,NW State (LA)
1999Malcolm Johnson,JohnMa00,1999,5,166,PIT,Malcolm Johnson,No,WR,WR,0,22,2000,0,0,0,0,0,11,,,,,,,,,2,23,0,,,,Notre Dame
1999Darwin Brown,,1999,5,167,DEN,Darwin Brown,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech
1999Kelly Gregg,GregKe20,1999,6,173,CIN,Kelly Gregg,No,NT,DT,19,22,2011,0,0,9,66,,153,,,,,,,,,,,,381,,20.5,Oklahoma
1999Marcus Spriggs,SpriMa21,1999,6,174,CLE,Marcus Spriggs,No,DT,DT,1,23,2000,0,0,0,1,1,18,,,,,,,,,,,,17,,2,Troy
1999Tyrone Bell,BellTy20,1999,6,178,SDG,Tyrone Bell,No,DB,DB,0,24,1999,0,0,0,0,,1,,,,,,,,,,,,,,,North Alabama
1999Desmond Clark,ClarDe00,1999,6,179,DEN,Desmond Clark,No,TE,TE,13,22,2010,0,0,6,27,8,162,,,,,,,,,323,3591,27,18,,,Wake Forest
1999Marcus Washington,,1999,6,180,NWE,Marcus Washington,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado
1999Emarlos Leroy,LeroEm20,1999,6,182,JAX,Emarlos Leroy,No,DT,DT,1,24,2000,0,0,0,1,1,22,,,,,,,,,,,,7,,,Georgia
1999Marc Megna,MegnMa20,1999,6,183,NYJ,Marc Megna,No,LB,LB,0,23,2000,0,0,0,0,,6,,,,,,,,,,,,,,,Richmond
1999Darran Hall,,1999,6,186,TEN,Darran Hall,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado St.
1999Kendall Ogle,OgleKe20,1999,6,187,CLE,Kendall Ogle,No,LB,LB,0,23,1999,0,0,0,0,0,2,,,,,,,,,,,,,,,Maryland
1999Daren Yancey,,1999,6,188,OAK,Daren Yancey,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,BYU
1999James Dearth,DearJa00,1999,6,191,CLE,James Dearth,No,TE,TE,0,23,2009,0,0,0,1,0,146,,,,,,,,,3,10,1,17,,,Tarleton St.
1999Brent Bartholomew,BartBr20,1999,6,192,MIA,Brent Bartholomew,No,P,P,0,22,2000,0,0,0,0,0,9,,,,,,,,,,,,,,,Ohio St.
1999Armon Hatcher,HatcAr20,1999,6,194,BUF,Armon Hatcher,No,DB,DB,0,23,2000,0,0,0,0,,4,,,,,,,,,,,,3,,,Oregon St.
1999J.P. Machado,MachJ.20,1999,6,197,NYJ,J.P. Machado,No,G,G,0,23,2003,0,0,1,11,11,69,,,,,,,,,,,,,,,Illinois
1999Chad Plummer,PlumCh20,1999,6,204,DEN,Chad Plummer,No,WR,WR,0,23,2000,0,0,0,0,,4,,,,,,,,,,,,,,,Cincinnati
1999Madre Hill,HillMa20,1999,7,207,CLE,Madre Hill,No,RB,RB,0,23,2002,0,0,0,0,0,7,,,,,,,,,0,0,0,,,,Arkansas
1999Tony Coats,,1999,7,209,CIN,Tony Coats,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,,Washington
1999Hunter Smith,SmitHu21,1999,7,210,IND,Hunter Smith,No,P,P,12,22,2010,0,0,0,20,19,182,1,3,35,1,1,4,42,2,,,,7,,,Notre Dame
1999Antonio Dingle,DingAn20,1999,7,214,PIT,Antonio Dingle,No,DT,DT,0,22,1999,0,0,0,0,,9,,,,,,,,,,,,2,,,Virginia
1999Anthony Poindexter,PoinAn20,1999,7,216,BAL,Anthony Poindexter,No,DB,DB,1,23,2000,0,0,0,1,1,10,,,,,,,,,,,,,,,Virginia
1999Billy Miller,MillBi00,1999,7,218,DEN,Billy Miller,No,TE,TE,7,22,2008,0,0,1,17,0,114,,,,,,,,,200,2248,10,7,,,USC
1999Chad Kelsay,KelsCh20,1999,7,219,PIT,Chad Kelsay,No,LB,LB,0,22,1999,0,0,0,0,0,6,,,,,,,,,,,,,,,Nebraska
1999Eric King,,1999,7,220,KAN,Eric King,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,,Richmond
1999Phil Glover,GlovPh20,1999,7,222,TEN,Phil Glover,No,LB,LB,1,23,2000,0,0,0,1,0,10,,,,,,,,,,,,,,,Utah
1999Ryan Young,YounRy20,1999,7,223,NYJ,Ryan Young,No,T,T,22,23,2003,0,0,3,20,16,67,,,,,,,,,,,,,,,Kansas St.
1999JoJuan Armour,ArmoJo20,1999,7,224,OAK,JoJuan Armour,No,DB,DB,8,23,2002,0,0,2,8,,38,,,,,,,,,,,,75,,,Miami (OH)
1999Michael Bishop,BishMi00,1999,7,227,NWE,Michael Bishop,No,QB,QB,0,23,2000,0,0,0,0,0,8,3,9,80,1,1,7,-1,0,,,,,,,Kansas St.
1999Kris Brown,brownkri01,1999,7,228,PIT,Kris Brown,No,K,K,17,22,2010,0,0,0,26,7,179,,,,,,2,10,0,,,,13,,,Nebraska
1999Sheldon Jackson,JackSh00,1999,7,230,BUF,Sheldon Jackson,No,TE,TE,0,23,2001,0,0,0,0,0,45,,,,,,,,,10,71,2,2,,,Nebraska
1999Jermaine Haley,HaleJe20,1999,7,232,MIA,Jermaine Haley,No,DT,DT,12,26,2004,0,0,0,11,7,62,,,,,,,,,,,,57,1,3.5,Butte JC (CA)
1999J.J. Syvrud,SyvrJ.20,1999,7,235,NYJ,J.J. Syvrud,No,LB,LB,0,22,1999,0,0,0,0,0,1,,,,,,,,,,,,,,,Jamestown
1999Justin Swift,SwifJu00,1999,7,238,DEN,Justin Swift,No,TE,TE,2,24,2002,0,0,0,2,,49,,,,,,,,,22,137,1,3,,,Kansas St.
1999Sean Morey,MoreSe00,1999,7,241,NWE,Sean Morey,No,WR,WR,0,23,2009,0,1,0,1,0,112,,,,,,1,13,0,11,168,0,77,,,Brown
1999Dee Moronkola,,1999,7,242,JAX,Dee Moronkola,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.
1999Joe Wong,WongJo20,1999,7,244,MIA,Joe Wong,No,G,G,0,23,2003,0,0,0,0,,2,,,,,,,,,,,,,,,BYU
1999Scott Covington,CoviSc00,1999,7,245,CIN,Scott Covington,No,QB,QB,0,23,2002,0,0,0,0,0,4,6,10,30,0,0,2,-4,0,,,,,,,Miami (FL)
1999Chris White,WhitCh21,1999,7,246,JAX,Chris White,No,DE,DE,0,23,2000,0,0,0,0,,5,,,,,,,,,,,,,,,Saginaw Valley St.
1999Bryce Fisher,FishBr20,1999,7,248,BUF,Bryce Fisher,No,DE,DE,19,22,2007,0,0,3,26,2,91,,,,,,,,,,,,171,,26.5,Air Force
1999Donald Broomfield,,1999,7,249,CIN,Donald Broomfield,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Clemson
1999Corey Terry,TerrCo20,1999,7,250,IND,Corey Terry,No,LB,LB,0,23,2000,0,0,0,0,,15,,,,,,,,,,,,,,,Tennessee
1998Peyton Manning,MannPe00,1998,1,1,IND,Peyton Manning,No,QB,QB,76,22,2015,7,14,17,177,145,266,6125,9380,71940,539,251,431,667,18,1,-2,0,9,,,Tennessee
1998Ryan Leaf,LeafRy00,1998,1,2,SDG,Ryan Leaf,No,QB,QB,1,22,2001,0,0,0,1,0,25,317,655,3666,14,36,59,127,0,,,,,,,Washington St.
1998Charles Woodson,WoodCh00,1998,1,4,OAK,Charles Woodson,No,DB,DB,53,21,2015,3,9,15,110,60,254,,,,,,1,-3,0,2,27,0,983,65,20,Michigan
1998Fred Taylor,TaylFr00,1998,1,9,JAX,Fred Taylor,No,RB,RB,48,22,2010,0,1,10,88,86,153,,,,,,2534,11695,66,290,2384,8,4,,,Florida
1998Duane Starks,StarDu20,1998,1,10,BAL,Duane Starks,No,DB,DB,31,24,2006,0,0,4,35,26,97,,,,,,,,,,,,311,25,1,Miami (FL)
1998Takeo Spikes,SpikTa00,1998,1,13,CIN,Takeo Spikes,No,LB,LB,36,21,2012,1,2,14,84,23,219,,,,,,,,,,,,1013,19,29,Auburn
1998Kevin Dyson,DysoKe00,1998,1,16,TEN,Kevin Dyson,No,WR,WR,23,23,2003,0,0,3,22,22,59,,,,,,4,3,0,178,2325,18,3,,,Utah
1998Brian Simmons,SimmBr20,1998,1,17,CIN,Brian Simmons,No,LB,LB,25,23,2007,0,0,7,43,42,137,,,,,,,,,,,,519,11,24,North Carolina
1998Robert Edwards,EdwaRo00,1998,1,18,NWE,Robert Edwards,No,RB,RB,13,23,2002,0,0,1,13,11,28,,,,,,311,1222,10,53,457,4,2,,,Georgia
1998Tebucky Jones,JoneTe20,1998,1,22,NWE,Tebucky Jones,No,DB,DB,15,23,2005,0,0,4,26,13,109,,,,,,,,,,,,307,6,4.5,Syracuse
1998Mo Collins,CollMo20,1998,1,23,OAK,Mo Collins,No,G,G,30,22,2003,0,0,5,31,31,71,,,,,,,,,,,,,,,Florida
1998Donovin Darius,DariDo20,1998,1,25,JAX,Donovin Darius,No,DB,DB,32,23,2007,0,0,8,46,45,118,,,,,,,,,,,,483,14,2,Syracuse
1998Alan Faneca,FaneAl00,1998,1,26,PIT,Alan Faneca,No,G,G,49,21,2010,6,9,13,114,99,206,,,,,,,,,,,,4,,,LSU
1998Victor Riley,RileVi20,1998,1,27,KAN,Victor Riley,No,T,T,30,23,2005,0,0,5,45,23,111,,,,,,,,,,,,,,,Auburn
1998John Avery,AverJo00,1998,1,29,MIA,John Avery,No,RB,RB,4,22,2003,0,0,0,4,4,29,,,,,,149,524,2,16,115,2,,,,Mississippi
1998Marcus Nash,NashMa00,1998,1,30,DEN,Marcus Nash,No,WR,WR,1,22,1999,0,0,0,1,1,11,,,,,,,,,4,76,0,,,,Tennessee
1998Leon Bender,,1998,2,31,OAK,Leon Bender,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.
1998Jerome Pathon,PathJe00,1998,2,32,IND,Jerome Pathon,No,WR,WR,23,22,2005,0,0,3,29,15,100,,,,,,5,-7,0,260,3350,15,3,,,Washington
1998Sam Cowart,CowaSa00,1998,2,39,BUF,Sam Cowart,No,LB,LB,36,23,2005,0,1,5,46,27,100,,,,,,,,,,,,500,4,12.5,Florida St.
1998Jeremy Staat,StaaJe20,1998,2,41,PIT,Jeremy Staat,No,DE,DE,1,21,2003,0,0,0,1,1,31,,,,,,,,,,,,12,,,Arizona St.
1998Patrick Johnson,JohnPa00,1998,2,42,BAL,Patrick Johnson,No,WR,WR,10,22,2005,0,0,0,11,8,70,0,0,0,0,0,4,24,0,84,1286,10,14,,,Oregon
1998Artrell Hawkins,HawkAr20,1998,2,43,CIN,Artrell Hawkins,No,DB,DB,25,21,2006,0,0,5,33,24,122,,,,,,,,,,,,418,11,4,Cincinnati
1998Patrick Surtain,SurtPa00,1998,2,44,MIA,Patrick Surtain,No,DB,DB,33,22,2008,1,3,8,67,51,163,,,,,,,,,,,,422,37,7.5,Southern Miss
1998Samari Rolle,RollSa00,1998,2,46,TEN,Samari Rolle,No,DB,DB,44,22,2008,1,1,9,66,48,149,,,,,,,,,,,,383,31,9.5,Florida St.
1998Kenny Mixon,MixoKe20,1998,2,49,MIA,Kenny Mixon,No,DE,DE,29,23,2004,0,0,5,36,22,105,,,,,,,,,,,,191,2,18.5,LSU
1998Tony Simmons,SimmTo00,1998,2,52,NWE,Tony Simmons,No,WR,WR,8,23,2002,0,0,0,8,8,49,,,,,,,,,58,998,6,,,,Wisconsin
1998Rod Rutledge,RutlRo00,1998,2,54,NWE,Rod Rutledge,No,TE,TE,2,23,2002,0,0,1,2,2,70,,,,,,,,,27,204,1,,,,Alabama
1998Dorian Boose,BoosDo20,1998,2,56,NYJ,Dorian Boose,No,DE,DE,3,24,2001,0,0,0,3,2,44,,,,,,,,,,,,19,,,Washington St.
1998Cordell Taylor,TaylCo20,1998,2,57,JAX,Cordell Taylor,No,DB,DB,1,24,1999,0,0,0,1,1,13,,,,,,,,,,,,,,,Hampton
1998Mikhael Ricks,RickMi00,1998,2,59,SDG,Mikhael Ricks,No,TE,TE,11,23,2003,0,0,2,14,5,82,0,1,0,0,0,2,11,0,155,1939,8,3,,,S.F. Austin
1998Eric Brown,BrowEr21,1998,2,61,DEN,Eric Brown,No,DB,DB,29,23,2004,0,0,5,32,20,97,,,,,,,,,,,,365,9,6.5,Mississippi St.
1998Jon Ritchie,RitcJo00,1998,3,63,OAK,Jon Ritchie,No,FB,FB,11,24,2004,0,0,3,11,10,94,,,,,,15,36,0,150,1148,7,9,,,Stanford
1998Chris Conrad,ConrCh20,1998,3,66,PIT,Chris Conrad,No,T,T,1,23,1999,0,0,0,1,1,17,,,,,,,,,,,,,,,Fresno St.
1998Scott Frost,FrosSc20,1998,3,67,NYJ,Scott Frost,No,DB,DB,4,23,2003,0,0,0,4,3,59,,,,,,1,1,0,0,0,0,33,1,1,Nebraska
1998Robert Hicks,HickRo20,1998,3,68,BUF,Robert Hicks,No,T,T,14,23,2000,0,0,1,14,14,37,,,,,,1,-2,0,1,-6,0,,,,Mississippi St.
1998E.G. Green,GreeE.00,1998,3,71,IND,E.G. Green,No,WR,WR,0,23,2000,0,0,0,7,7,29,,,,,,,,,54,665,2,,,,Florida St.
1998Steve Foley,FoleSt21,1998,3,75,CIN,Steve Foley,No,LB,LB,18,23,2005,0,0,5,30,16,96,,,,,,,,,,,,203,3,25,La-Monroe
1998Dainon Sidney,SidnDa20,1998,3,77,TEN,Dainon Sidney,No,DB,DB,4,23,2003,0,0,0,4,4,50,,,,,,,,,,,,70,6,,Ala-Birmingham
1998Mike Goff,GoffMi20,1998,3,78,CIN,Mike Goff,No,G,G,17,22,2009,0,0,9,62,18,171,,,,,,,,,,,,1,,,Iowa
1998Brad Jackson,JackBr20,1998,3,79,MIA,Brad Jackson,No,LB,LB,7,23,2002,0,0,0,7,,50,,,,,,,,,,,,29,,,Cincinnati
1998Chris Floyd,FloyCh00,1998,3,81,NWE,Chris Floyd,No,RB,RB,0,23,2000,0,0,0,0,0,42,,,,,,14,33,0,4,43,0,,,,Michigan
1998Larry Shannon,ShanLa20,1998,3,82,MIA,Larry Shannon,No,WR,WR,0,23,1999,0,0,0,0,0,2,,,,,,,,,,,,,,,East Carolina
1998Greg Spires,SpirGr20,1998,3,83,NWE,Greg Spires,No,DE,DE,19,24,2007,0,0,6,49,3,147,,,,,,,,,,,,243,,39.5,Florida St.
1998Jonathan Quinn,QuinJo00,1998,3,86,JAX,Jonathan Quinn,No,QB,QB,3,23,2004,0,0,0,4,3,17,117,223,1161,4,7,25,151,1,,,,,,,Middle Tenn. St.
1998Kevin Williams,WillKe25,1998,3,87,NYJ,Kevin Williams,No,DB,DB,8,23,2002,0,0,0,8,7,43,,,,,,,,,,,,60,1,,Oklahoma St.
1998Rashaan Shehee,ShehRa00,1998,3,88,KAN,Rashaan Shehee,No,RB,RB,4,23,1999,0,0,0,4,4,25,,,,,,87,295,1,28,209,0,,,,Washington
1998Brian Griese,GrieBr00,1998,3,91,DEN,Brian Griese,No,QB,QB,42,23,2008,0,1,4,52,39,93,1752,2796,19440,119,99,238,582,5,2,-10,0,7,,,Michigan
1998Hines Ward,WardHi00,1998,3,92,PIT,Hines Ward,No,WR,WR,40,22,2011,0,4,13,88,88,217,1,2,17,0,0,57,428,1,1000,12083,85,22,,,Georgia
1998Steve McKinney,McKiSt20,1998,4,93,IND,Steve McKinney,No,C,C,41,22,2007,0,0,8,56,34,143,,,,,,,,,1,5,0,,,,Texas A&M
1998Tavian Banks,BankTa00,1998,4,101,JAX,Tavian Banks,No,RB,RB,3,24,1999,0,0,0,3,3,14,,,,,,49,222,1,18,157,0,,,,Iowa
1998Lorenzo Bromell,BromLo20,1998,4,102,MIA,Lorenzo Bromell,No,DE,DE,8,23,2004,0,0,0,9,6,77,,,,,,,,,,,,90,,27.5,Clemson
1998Glen Steele,SteeGl20,1998,4,105,CIN,Glen Steele,No,DT,DT,8,23,2003,0,0,0,8,8,90,,,,,,,,,,,,69,,3.5,Michigan
1998Joe Salave'a,SalaJo20,1998,4,107,TEN,Joe Salave'a,No,DT,DT,5,23,2006,0,0,1,19,4,100,,,,,,,,,,,,88,,7.5,Arizona
1998Gennaro DiNapoli,DiNaGe20,1998,4,109,OAK,Gennaro DiNapoli,No,C,C,17,23,2003,0,0,2,17,7,39,,,,,,,,,,,,,,,Virginia Tech
1998Jason Fabini,FabiJa20,1998,4,111,NYJ,Jason Fabini,No,T,T,37,24,2008,0,0,8,53,48,152,,,,,,,,,,,,,,,Cincinnati
1998Leonta Rheams,RheaLe20,1998,4,115,NWE,Leonta Rheams,No,DT,DT,0,22,1998,0,0,0,0,0,6,,,,,,,,,,,,2,,,Houston
1998Deshea Townsend,TownDe20,1998,4,117,PIT,Deshea Townsend,No,DB,DB,7,23,2010,0,0,3,38,38,191,,,,,,,,,,,,377,21,15.5,Alabama
1998Harry Deligianis,,1998,4,118,JAX,Harry Deligianis,No,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Youngstown St.
1998Greg Favors,FavoGr20,1998,4,120,KAN,Greg Favors,No,LB,LB,18,24,2005,0,0,4,29,2,101,,,,,,,,,,,,160,1,14.5,Mississippi St.
1998Curtis Alexander,,1998,4,122,DEN,Curtis Alexander,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
1998Carlos King,KingCa00,1998,4,123,PIT,Carlos King,No,RB,RB,0,24,1998,0,0,0,0,0,1,,,,,,,,,,,,,,,North Carolina St.
1998Martin Chase,ChasMa20,1998,5,124,BAL,Martin Chase,No,DT,DT,7,23,2005,0,0,0,7,0,55,,,,,,,,,,,,47,,1,Oklahoma
1998Cedric Harden,HardCe20,1998,5,126,SDG,Cedric Harden,No,DE,DE,0,23,1999,0,0,0,0,0,5,,,,,,,,,,,,,,0.5,Florida A&M
1998Jeremy Brigham,BrigJe00,1998,5,127,OAK,Jeremy Brigham,No,TE,TE,3,23,2002,0,0,0,3,3,48,,,,,,,,,33,300,3,2,,,Washington
1998Robert Williams,WillRo21,1998,5,128,KAN,Robert Williams,No,DB,DB,1,21,1999,0,0,0,1,1,18,,,,,,,,,,,,14,,0.5,North Carolina
1998Jonathan Linton,LintJo00,1998,5,131,BUF,Jonathan Linton,No,RB,RB,9,23,2000,0,0,0,9,9,44,,,,,,288,1002,6,33,246,2,,,,North Carolina
1998Ryan Sutter,SuttRy20,1998,5,133,BAL,Ryan Sutter,No,DB,DB,0,24,1998,0,0,0,0,,1,,,,,,,,,,,,,,,Colorado
1998Casey Dailey,DailCa20,1998,5,134,NYJ,Casey Dailey,No,LB,LB,0,23,1999,0,0,0,0,0,6,,,,,,,,,,,,,,,Northwestern
1998Antony Jordan,JordAn20,1998,5,135,IND,Antony Jordan,No,LB,LB,1,23,2001,0,0,0,1,1,27,,,,,,,,,,,,1,,,Vanderbilt
1998Jason Simmons,SimmJa20,1998,5,137,PIT,Jason Simmons,No,DB,DB,3,22,2007,0,0,0,9,2,121,,,,,,3,8,0,,,,177,2,2,Arizona St.
1998Benji Olson,OlsoBe20,1998,5,139,TEN,Benji Olson,No,G,G,32,23,2007,0,0,9,56,56,152,,,,,,,,,,,,,,,Washington
1998Doug Karczewski,,1998,5,141,NYJ,Doug Karczewski,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia
1998Scott Shaw,ShawSc20,1998,5,143,MIA,Scott Shaw,No,G,G,0,24,1998,0,0,0,0,,2,,,,,,,,,,,,,,,Michigan St.
1998Ron Merkerson,,1998,5,145,NWE,Ron Merkerson,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado
1998Blake Spence,SpenBl00,1998,5,146,NYJ,Blake Spence,No,TE,TE,0,23,2000,0,0,0,0,0,18,,,,,,,,,4,20,1,,,,Oregon
1998John Wade,WadeJo20,1998,5,148,JAX,John Wade,No,C,C,19,23,2008,0,0,7,43,18,131,,,,,,,,,,,,,,,Marshall
1998Eric Bateman,,1998,5,149,NYJ,Eric Bateman,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,,BYU
1998Travian Smith,SmitTr20,1998,5,152,OAK,Travian Smith,No,LB,LB,7,23,2004,0,0,0,12,12,84,,,,,,,,,,,,163,1,8.5,Oklahoma
1998Chris Howard,HowaCh00,1998,5,153,DEN,Chris Howard,No,RB,RB,1,23,2000,0,0,0,1,,22,,,,,,41,123,1,5,37,0,,,,Michigan
1998Ron Rogers,,1998,6,154,BAL,Ron Rogers,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia Tech
1998Clifford Ivory,,1998,6,155,SDG,Clifford Ivory,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Troy
1998Fred Coleman,ColeFr00,1998,6,160,BUF,Fred Coleman,No,WR,WR,1,23,2002,0,0,0,1,,9,,,,,,,,,2,50,0,2,,,Washington
1998Eric Ogbogu,OgboEr20,1998,6,163,NYJ,Eric Ogbogu,No,DE,DE,4,23,2005,0,0,0,8,3,90,,,,,,,,,,,,63,,9,Maryland
1998Sammy Williams,WillSa23,1998,6,164,BAL,Sammy Williams,No,T,T,7,23,2002,0,0,0,7,3,29,,,,,,,,,,,,,,,Oklahoma
1998Jason Tucker,TuckJa00,1998,6,167,CIN,Jason Tucker,No,WR,WR,6,22,2000,0,0,0,6,,31,,,,,,5,50,1,36,565,2,,,,TCU
1998Lee Wiggins,,1998,6,168,TEN,Lee Wiggins,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina
1998Nathan Strikwerda,,1998,6,171,MIA,Nathan Strikwerda,No,C,C,0,,,0,0,0,,,,,,,,,,,,,,,,,,Northwestern
1998John Dutton,,1998,6,172,MIA,John Dutton,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Nevada
1998Chris Brazzell,BrazCh00,1998,6,174,NYJ,Chris Brazzell,No,WR,WR,1,22,2000,0,0,0,1,,14,,,,,,,,,7,126,0,,,,Angelo State (TX)
1998Harold Shaw,ShawHa00,1998,6,176,NWE,Harold Shaw,No,RB,RB,0,24,2000,0,0,0,0,0,35,,,,,,18,35,0,4,42,0,,,,Southern Miss
1998Chris Fuamatu-Ma'afala,FuamCh00,1998,6,178,PIT,Chris Fuamatu-Ma'afala,No,RB,RB,8,21,2004,0,0,0,9,7,73,,,,,,227,964,8,43,351,2,9,,,Utah
1998Lamanzer Williams,WillLa20,1998,6,179,JAX,Lamanzer Williams,No,DE,DE,0,23,1998,0,0,0,0,0,2,,,,,,,,,,,,,,,Minnesota
1998Derrick Ransom,RansDe20,1998,6,181,KAN,Derrick Ransom,No,DT,DT,11,22,2004,0,0,2,12,11,71,,,,,,,,,,,,69,,4.5,Cincinnati
1998Kevin McLeod,McLeKe00,1998,6,182,JAX,Kevin McLeod,No,FB,FB,0,23,2003,0,0,0,0,,8,,,,,,,,,2,5,1,,,,Auburn
1998Dustin Johnson,JohnDu20,1998,6,183,NYJ,Dustin Johnson,No,FB,FB,0,25,1999,0,0,0,0,,1,,,,,,,,,,,,,,,BYU
1998Ryan Olson,,1998,6,186,PIT,Ryan Olson,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado
1998Aaron Taylor,,1998,7,190,IND,Aaron Taylor,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska
1998Alvis Whitted,WhitAl00,1998,7,192,JAX,Alvis Whitted,No,WR,WR,3,24,2006,0,0,1,9,2,123,,,,,,14,118,0,74,1030,6,17,,,North Carolina St.
1998Jon Haskins,HaskJo20,1998,7,194,SDG,Jon Haskins,No,LB,LB,0,22,1998,0,0,0,0,0,2,,,,,,,,,,,,,,,Stanford
1998Lawrence Hart,HartLa20,1998,7,195,NYJ,Lawrence Hart,No,TE,TE,0,22,2001,0,0,0,0,,1,,,,,,,,,,,,,,,Saginaw Valley St.
1998Victor Allotey,,1998,7,198,BUF,Victor Allotey,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,,Indiana
1998Trey Teague,TeagTr20,1998,7,200,DEN,Trey Teague,No,C,C,22,23,2005,0,0,5,32,8,94,,,,,,,,,,,,,,,Tennessee
1998Marcus Parker,,1998,7,202,CIN,Marcus Parker,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech
1998Jimmy Sprotte,SproJi20,1998,7,205,TEN,Jimmy Sprotte,No,LB,LB,0,23,1999,0,0,0,0,,9,,,,,,,,,,,,,,,Arizona
1998Jim Bundren,BundJi20,1998,7,210,MIA,Jim Bundren,No,G,G,3,23,2000,0,0,1,3,,27,,,,,,,,,,,,,,,Clemson
1998Jason Andersen,AndeJa20,1998,7,211,NWE,Jason Andersen,No,G,G,1,23,2002,0,0,0,1,1,19,,,,,,,,,,,,,,,BYU
1998Brandon Tolbert,,1998,7,214,JAX,Brandon Tolbert,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
1998Eric Warfield,WarfEr20,1998,7,216,KAN,Eric Warfield,No,DB,DB,16,22,2005,0,0,5,29,29,115,,,,,,,,,,,,330,20,1,Nebraska
1998Nate Wayne,WaynNa20,1998,7,219,DEN,Nate Wayne,No,LB,LB,25,23,2005,0,0,4,35,0,90,,,,,,,,,,,,310,8,16,Mississippi
1998Angel Rubio,RubiAn21,1998,7,221,PIT,Angel Rubio,No,DE,DE,0,23,1999,0,0,0,0,,2,,,,,,,,,,,,2,,,SE Missouri St.
1998Damian Vaughn,,1998,7,222,CIN,Damian Vaughn,No,TE,TE,0,,,0,0,0,,,,,,,,,,,,,,,,,,Miami (OH)
1998Ernest Blackwell,,1998,7,224,KAN,Ernest Blackwell,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Missouri
1998Kevin Long,LongKe21,1998,7,229,TEN,Kevin Long,No,C,C,18,23,2001,0,0,2,17,17,63,,,,,,,,,,,,,,,Florida St.
1998Vincent Amey,AmeyVi20,1998,7,230,OAK,Vincent Amey,No,DE,DE,1,23,1998,0,0,0,1,1,4,,,,,,,,,,,,,,,Arizona St.
1998Corey Gaines,,1998,7,231,IND,Corey Gaines,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee
1998Kio Sanford,,1998,7,234,SDG,Kio Sanford,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky
1998David Sanders,,1998,7,235,OAK,David Sanders,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas
1998Kamil Loud,LoudKa00,1998,7,238,BUF,Kamil Loud,No,WR,WR,1,22,1999,0,0,0,1,1,12,,,,,,,,,6,66,0,,,,Cal Poly-San Luis Obispo
