column_a,player_id,year,rnd,pick,tm,player,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
2015Marcus Mariota,MariMa01,2015,1,2,TEN,Marcus Mariota,No,QB,QB,9,21,2016,0,0,2,9,9,23,458,725,5590,42,18,79,516,4,1,41,1,,,,Oregon
2015Dante Fowler,FowlDa00,2015,1,3,JAX,Dante Fowler,No,OLB,LB,0,21,2016,0,0,0,0,0,10,,,,,,,,,,,,16,,2.5,Florida
2015Amari Cooper,CoopAm00,2015,1,4,OAK,Amari Cooper,No,WR,WR,9,21,2016,0,1,1,9,9,26,,,,,,3,-3,0,134,1970,9,,,,Alabama
2015Leonard Williams,WillLe02,2015,1,6,NYJ,Leonard Williams,No,DE,DE,9,21,2016,0,0,2,9,9,26,,,,,,,,,,,,56,,9,USC
2015Danny Shelton,ShelDa01,2015,1,12,CLE,Danny Shelton,No,NT,DT,6,22,2016,0,0,2,6,6,27,,,,,,,,,,,,42,,1.5,Washington
2015DeVante Parker,ParkDe01,2015,1,14,MIA,DeVante Parker,No,WR,WR,3,22,2016,0,0,0,3,3,24,,,,,,,,,64,979,5,,,,Louisville
2015Melvin Gordon,GordMe00,2015,1,15,SDG,Melvin Gordon,No,RB,RB,5,22,2016,0,0,1,5,5,24,,,,,,401,1479,9,66,538,2,,,,Wisconsin
2015Kevin Johnson,JohnKe04,2015,1,16,HOU,Kevin Johnson,No,CB,DB,5,23,2016,0,0,0,5,5,22,,,,,,,,,,,,65,1,,Wake Forest
2015Marcus Peters,PeteMa00,2015,1,18,KAN,Marcus Peters,No,CB,DB,11,22,2016,0,1,1,11,11,25,,,,,,,,,,,,79,13,,Washington
2015Cameron Erving,ErviCa00,2015,1,19,CLE,Cameron Erving,No,C,C,2,23,2016,0,0,0,2,2,24,,,,,,,,,,,,,,,Florida St.
2015Cedric Ogbuehi,OgbuCe00,2015,1,21,CIN,Cedric Ogbuehi,No,T,T,0,23,2016,0,0,1,0,0,15,,,,,,,,,,,,,,,Texas A&M
2015Bud Dupree,DuprAl00,2015,1,22,PIT,Bud Dupree,No,OLB,LB,3,22,2016,0,0,0,3,3,18,,,,,,,,,,,,19,,4,Kentucky
2015Shane Ray,RayxSh00,2015,1,23,DEN,Shane Ray,No,DE,DE,2,22,2016,0,0,0,2,2,24,,,,,,,,,,,,33,,8,Missouri
2015Breshad Perriman,PerrBr02,2015,1,26,BAL,Breshad Perriman,No,WR,WR,0,22,2016,0,0,0,0,0,10,,,,,,1,2,0,20,280,1,,,,Central Florida
2015Phillip Dorsett,DorsPh00,2015,1,29,IND,Phillip Dorsett,No,WR,WR,2,22,2016,0,0,0,2,2,21,,,,,,4,20,0,42,620,2,,,,Miami (FL)
2015Malcom Brown,BrowMa01,2015,1,32,NWE,Malcom Brown,No,DT,DT,7,21,2016,0,0,1,7,7,26,,,,,,,,,,,,47,,5,Texas
2015Mario Edwards,EdwaMa01,2015,2,35,OAK,Mario Edwards,No,DT,DT,5,21,2015,0,0,1,5,5,14,,,,,,,,,,,,33,,2,Florida St.
2015T.J. Yeldon,YeldT.00,2015,2,36,JAX,T.J. Yeldon,No,RB,RB,0,21,2016,0,0,2,7,7,22,,,,,,265,1041,3,70,496,2,,,,Alabama
2015Devin Smith,SmitDe04,2015,2,37,NYJ,Devin Smith,No,WR,WR,1,23,2015,0,0,0,1,1,10,,,,,,,,,9,115,1,,,,Ohio St.
2015Dorial Green-Beckham,GreeDo00,2015,2,40,TEN,Dorial Green-Beckham,No,WR,WR,4,22,2016,0,0,0,4,4,26,,,,,,,,,55,797,6,,,,Oklahoma
2015Benardrick McKinney,McKiBe00,2015,2,43,HOU,Benardrick McKinney,No,ILB,LB,6,22,2016,0,0,2,6,6,24,,,,,,,,,,,,88,,4,Mississippi St.
2015Denzel Perryman,PerrDe00,2015,2,48,SDG,Denzel Perryman,No,ILB,LB,5,21,2016,0,0,1,5,5,21,,,,,,,,,,,,83,1,3,Miami (FL)
2015Mitch Morse,MorsMi00,2015,2,49,KAN,Mitch Morse,No,G,G,8,23,2016,0,0,2,8,8,25,,,,,,,,,,,,,,,Missouri
2015Ronald Darby,DarbRo00,2015,2,50,BUF,Ronald Darby,No,CB,DB,6,21,2016,0,0,1,6,6,24,,,,,,,,,,,,98,2,,Florida St.
2015Nate Orchard,OrchNa00,2015,2,51,CLE,Nate Orchard,No,DE,DE,5,22,2016,0,0,1,5,5,18,,,,,,,,,,,,26,1,3,Utah
2015Jordan Phillips,PhilJo01,2015,2,52,MIA,Jordan Phillips,No,NT,DT,3,23,2016,0,0,1,3,3,25,,,,,,,,,,,,21,1,2.5,Oklahoma
2015Jake Fisher,FishJa00,2015,2,53,CIN,Jake Fisher,No,T,T,0,22,2016,0,0,0,0,0,23,,,,,,,,,1,31,0,,,,Oregon
2015Maxx Williams,WillMa04,2015,2,55,BAL,Maxx Williams,No,TE,TE,2,21,2016,0,0,0,2,2,18,,,,,,,,,32,268,1,,,,Minnesota
2015Senquez Golson,GolsSe00,2015,2,56,PIT,Senquez Golson,No,CB,DB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi
2015Ty Sambrailo,SambTy00,2015,2,59,DEN,Ty Sambrailo,No,T,T,1,23,2016,0,0,0,1,1,9,,,,,,,,,,,,,,,Colorado St.
2015Jordan Richards,RichJo00,2015,2,64,NWE,Jordan Richards,No,SS,DB,2,22,2016,0,0,0,2,2,23,,,,,,,,,,,,16,,,Stanford
2015D'Joun Smith,SmitDJ00,2015,3,65,IND,D'Joun Smith,No,CB,DB,0,23,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,Florida Atlantic
2015Jeremiah Poutasi,PoutJe00,2015,3,66,TEN,Jeremiah Poutasi,No,G,G,4,21,2015,0,0,0,4,4,11,,,,,,,,,,,,,,,Utah
2015A.J. Cann,CannA.00,2015,3,67,JAX,A.J. Cann,No,G,G,0,23,2016,0,0,2,6,6,24,,,,,,,,,,,,,,,South Carolina
2015Clive Walford,WalfCl00,2015,3,68,OAK,Clive Walford,No,TE,TE,3,23,2016,0,0,0,3,3,25,,,,,,,,,51,556,4,,,,Miami (FL)
2015Jaelen Strong,StroJa01,2015,3,70,HOU,Jaelen Strong,No,WR,WR,1,21,2016,0,0,0,1,1,18,,,,,,,,,28,292,3,,,,Arizona St.
2015Chris Conley,ConlCh00,2015,3,76,KAN,Chris Conley,No,WR,WR,2,22,2016,0,0,0,2,2,26,,,,,,,,,48,553,1,,,,Georgia
2015Duke Johnson,JohnDu00,2015,3,77,CLE,Duke Johnson,No,RB,RB,5,22,2016,0,0,0,5,5,27,,,,,,155,636,1,103,918,2,,,,Miami (FL)
2015John Miller,MillJo04,2015,3,81,BUF,John Miller,No,G,G,5,22,2016,0,0,2,5,5,22,,,,,,,,,,,,,,,Louisville
2015Lorenzo Mauldin,MaulLo00,2015,3,82,NYJ,Lorenzo Mauldin,No,OLB,LB,2,22,2016,0,0,0,2,2,25,,,,,,,,,,,,13,1,6.5,Louisville
2015Craig Mager,MageCr00,2015,3,83,SDG,Craig Mager,No,CB,DB,1,23,2016,0,0,0,1,1,18,,,,,,,,,,,,21,1,,Texas St.
2015Tyler Kroft,KrofTy00,2015,3,85,CIN,Tyler Kroft,No,TE,TE,1,22,2016,0,0,0,1,1,26,,,,,,,,,21,221,1,,,,Rutgers
2015Sammie Coates,CoatSa00,2015,3,87,PIT,Sammie Coates,No,WR,WR,0,22,2016,0,0,0,0,0,18,,,,,,2,5,0,21,436,2,,,,Auburn
2015Carl Davis,DaviCa01,2015,3,90,BAL,Carl Davis,No,DT,DT,2,23,2015,0,0,0,2,2,13,,,,,,,,,,,,4,,,Iowa
2015Jeff Heuerman,HeueJe00,2015,3,92,DEN,Jeff Heuerman,No,TE,TE,0,22,2016,0,0,0,0,0,7,,,,,,,,,2,48,0,,,,Ohio St.
2015Henry Anderson,AndeHe00,2015,3,93,IND,Henry Anderson,No,DE,DE,4,24,2016,0,0,1,4,4,15,,,,,,,,,,,,21,,1,Stanford
2015Xavier Cooper,CoopXa00,2015,3,96,CLE,Xavier Cooper,No,DT,DT,1,23,2016,0,0,0,1,1,23,,,,,,,,,,,,20,,1.5,Washington St.
2015Geneo Grissom,GrisGe00,2015,3,97,NWE,Geneo Grissom,No,DE,DE,1,23,2016,0,0,0,1,1,20,,,,,,,,,,,,3,,1,Oklahoma
2015Steven Nelson,NelsSt01,2015,3,98,KAN,Steven Nelson,No,CB,DB,1,22,2016,0,0,0,1,1,22,,,,,,,,,,,,39,,,Oregon St.
2015Paul Dawson,DawsPa00,2015,3,99,CIN,Paul Dawson,No,ILB,LB,1,22,2015,0,0,0,1,1,11,,,,,,,,,,,,3,,,TCU
2015Angelo Blackson,BlacAn00,2015,4,100,TEN,Angelo Blackson,No,DT,DT,1,22,2016,0,0,0,1,1,27,,,,,,,,,,,,12,,2.5,Auburn
2015Trey Flowers,FlowTr00,2015,4,101,NWE,Trey Flowers,No,DE,DE,0,22,2016,0,0,0,0,0,11,,,,,,,,,,,,14,,4,Arkansas
2015Bryce Petty,PettBr01,2015,4,103,NYJ,Bryce Petty,No,QB,QB,0,24,2016,0,0,0,0,0,2,21,34,182,1,1,,,,,,,,,,Baylor
2015James Sample,SampJa00,2015,4,104,JAX,James Sample,No,SS,DB,1,23,2015,0,0,0,1,1,4,,,,,,,,,,,,8,,,Louisville
2015Jalston Fowler,FowlJa00,2015,4,108,TEN,Jalston Fowler,No,FB,FB,0,25,2016,0,0,0,0,0,27,,,,,,7,13,1,6,58,1,,,,Alabama
2015Clayton Geathers,GeatCl00,2015,4,109,IND,Clayton Geathers,No,SS,DB,2,23,2016,0,0,0,2,2,24,,,,,,,,,,,,71,,,Central Florida
2015Tre' Jackson,JackTr00,2015,4,111,NWE,Tre' Jackson,No,G,G,6,22,2015,0,0,1,6,6,13,,,,,,,,,,,,,,,Florida St.
2015Jamil Douglas,DougJa00,2015,4,114,MIA,Jamil Douglas,No,G,G,3,23,2016,0,0,0,3,3,17,,,,,,,,,,,,,,,Arizona St.
2015Ibraheim Campbell,CampIb00,2015,4,115,CLE,Ibraheim Campbell,No,SS,DB,1,23,2016,0,0,0,1,1,24,,,,,,,,,,,,31,,,Northwestern
2015Ramik Wilson,WilsRa00,2015,4,118,KAN,Ramik Wilson,No,ILB,LB,2,23,2016,0,0,0,2,2,16,,,,,,,,,,,,35,1,,Georgia
2015Josh Shaw,ShawJo00,2015,4,120,CIN,Josh Shaw,No,CB,DB,1,23,2016,0,0,0,1,1,25,,,,,,,,,,,,35,1,,USC
2015Doran Grant,GranDo00,2015,4,121,PIT,Doran Grant,No,CB,DB,0,22,2015,0,0,0,0,0,3,,,,,,,,,,,,,,,Ohio St.
2015Za'Darius Smith,SmitZa00,2015,4,122,BAL,Za'Darius Smith,No,DE,DE,2,23,2016,0,0,0,2,2,25,,,,,,,,,,,,29,,6.5,Kentucky
2015Vince Mayle,MaylVi00,2015,4,123,CLE,Vince Mayle,No,WR,WR,0,24,2016,0,0,0,0,,3,,,,,,,,,0,0,0,,,,Washington St.
2015Javorius Allen,AlleJa01,2015,4,125,BAL,Javorius Allen,No,RB,RB,5,24,2016,0,0,0,5,5,23,,,,,,146,548,1,48,368,2,,,,USC
2015Jon Feliciano,FeliJo00,2015,4,128,OAK,Jon Feliciano,No,G,G,2,23,2016,0,0,0,2,2,16,,,,,,,,,,,,,,,Miami (FL)
2015Shaq Mason,MasoSh01,2015,4,131,NWE,Shaq Mason,No,C,C,6,22,2016,0,0,1,6,6,24,,,,,,,,,,,,,,,Georgia Tech
2015Max Garcia,GarcMa00,2015,4,133,DEN,Max Garcia,No,C,C,3,23,2016,0,0,1,3,3,25,,,,,,,,,,,,,,,Florida
2015Marcus Hardison,HardMa00,2015,4,135,CIN,Marcus Hardison,No,DE,DE,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.
2015Tray Walker,WalkTr00,2015,4,136,BAL,Tray Walker,No,CB,DB,0,23,2015,0,0,0,0,0,8,,,,,,,,,,,,1,,,Texas Southern
2015David Cobb,CobbDa00,2015,5,138,TEN,David Cobb,No,RB,RB,1,22,2015,0,0,0,1,1,7,,,,,,52,146,1,1,-2,0,,,,Minnesota
2015Rashad Greene,GreeRa00,2015,5,139,JAX,Rashad Greene,No,WR,WR,2,23,2016,0,0,0,2,2,16,,,,,,,,,24,125,2,,,,Florida St.
2015Ben Heeney,HeenBe00,2015,5,140,OAK,Ben Heeney,No,ILB,LB,2,22,2016,0,0,0,2,2,19,,,,,,,,,,,,38,,2.5,Kansas
2015Bobby McCain,McCaBo01,2015,5,145,MIA,Bobby McCain,No,CB,DB,2,22,2016,0,0,0,2,2,26,,,,,,,,,,,,36,1,1,Memphis
2015Jay Ajayi,AjayJa00,2015,5,149,MIA,Jay Ajayi,No,RB,RB,2,22,2016,0,0,0,2,2,18,,,,,,193,989,7,22,166,0,,,,Boise St.
2015Cedric Thompson,ThomCe00,2015,5,150,MIA,Cedric Thompson,No,FS,DB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Minnesota
2015David Parry,ParrDa00,2015,5,151,IND,David Parry,No,NT,DT,6,23,2016,0,0,2,6,6,27,,,,,,,,,,,,40,,3,Stanford
2015Jarvis Harrison,HarrJa02,2015,5,152,NYJ,Jarvis Harrison,No,G,G,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M
2015Kyle Emanuel,EmanKy00,2015,5,153,SDG,Kyle Emanuel,No,OLB,LB,2,24,2016,0,0,1,2,2,25,,,,,,,,,,,,27,1,1,North Dakota St.
2015Karlos Williams,WillKa01,2015,5,155,BUF,Karlos Williams,No,RB,RB,4,22,2015,0,0,0,4,4,11,,,,,,93,517,7,11,96,2,,,,Florida St.
2015Tony Lippett,LippTo00,2015,5,156,MIA,Tony Lippett,No,WR,WR,0,23,2016,0,0,0,0,0,19,,,,,,,,,,,,35,2,,Michigan St.
2015C.J. Uzomah,UzomC.00,2015,5,157,CIN,C.J. Uzomah,No,TE,TE,0,22,2016,0,0,0,0,0,13,,,,,,,,,18,197,0,,,,Auburn
2015Jesse James,JameJe00,2015,5,160,PIT,Jesse James,No,TE,TE,0,21,2016,0,0,1,0,0,19,,,,,,,,,37,292,4,,,,Penn St.
2015Neiron Ball,BallNe00,2015,5,161,OAK,Neiron Ball,No,OLB,LB,1,23,2015,0,0,0,1,1,6,,,,,,,,,,,,4,,1,Florida
2015Lorenzo Doss,DossLo00,2015,5,164,DEN,Lorenzo Doss,No,CB,DB,0,21,2016,0,0,0,0,0,10,,,,,,,,,,,,3,,,Tulane
2015Joe Cardona,CardJo00,2015,5,166,NWE,Joe Cardona,No,LS,LS,1,23,2016,0,0,0,1,1,26,,,,,,,,,,,,,,,Navy
2015Nick Boyle,BoylNi00,2015,5,171,BAL,Nick Boyle,No,TE,TE,1,22,2015,0,0,0,1,1,11,,,,,,,,,18,153,0,,,,Delaware
2015D.J. Alexander,AlexD.00,2015,5,172,KAN,D.J. Alexander,No,OLB,LB,0,24,2016,0,0,0,1,1,26,,,,,,,,,,,,1,,,Oregon St.
2015James O'Shaughnessy,O'ShJa00,2015,5,173,KAN,James O'Shaughnessy,No,TE,TE,1,23,2016,0,0,0,1,1,17,,,,,,,,,7,87,0,,,,Illinois St.
2015Keith Mumphery,MumpKe00,2015,5,175,HOU,Keith Mumphery,No,WR,WR,1,23,2016,0,0,0,1,1,21,,,,,,,,,16,141,0,,,,Michigan St.
2015Robert Myers,MyerRo01,2015,5,176,BAL,Robert Myers,No,G,G,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.
2015Deiontrez Mount,MounDe00,2015,6,177,TEN,Deiontrez Mount,No,OLB,LB,0,22,2015,0,0,0,0,0,4,,,,,,,,,,,,,1,,Louisville
2015Matthew Wells,WellMa00,2015,6,178,NWE,Matthew Wells,No,LB,LB,0,24,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.
2015Max Valles,VallMa00,2015,6,179,OAK,Max Valles,No,OLB,LB,0,21,,0,0,0,,,,,,,,,,,,,,,,,,Virginia
2015Michael Bennett,BennMi01,2015,6,180,JAX,Michael Bennett,No,DT,DT,1,22,2015,0,0,0,1,1,13,,,,,,,,,,,,7,,0.5,Ohio St.
2015Tony Steward,StewTo01,2015,6,188,BUF,Tony Steward,No,OLB,LB,1,23,2015,0,0,0,1,1,7,,,,,,,,,,,,1,,,Clemson
2015Charles Gaines,GainCh00,2015,6,189,CLE,Charles Gaines,No,CB,DB,1,22,2015,0,0,0,1,1,6,,,,,,,,,,,,15,,,Louisville
2015Darius Philon,PhilDa01,2015,6,192,SDG,Darius Philon,No,DT,DT,1,21,2016,0,0,0,1,1,16,,,,,,,,,,,,9,,,Arkansas
2015Nick O'Leary,OLeaNi00,2015,6,194,BUF,Nick O'Leary,No,TE,TE,0,23,2016,0,0,0,0,0,14,,,,,,,,,8,131,0,,,,Florida St.
2015Malcolm Johnson,JohnMa06,2015,6,195,CLE,Malcolm Johnson,No,TE,TE,0,23,2016,0,0,0,0,0,19,,,,,,1,2,0,9,59,0,,,,Mississippi St.
2015Derron Smith,SmitDe05,2015,6,197,CIN,Derron Smith,No,FS,DB,1,23,2016,0,0,0,1,1,26,,,,,,,,,,,,2,,,Fresno St.
2015Randall Telfer,TelfRa00,2015,6,198,CLE,Randall Telfer,No,TE,TE,0,23,2016,0,0,0,0,0,9,,,,,,,,,1,-3,0,,,,USC
2015Leterrius Walton,WaltLe00,2015,6,199,PIT,Leterrius Walton,No,DT,DT,0,23,2016,0,0,0,0,0,10,,,,,,,,,,,,,,,Central Michigan
2015A.J. Derby,DerbA.00,2015,6,202,NWE,A.J. Derby,No,TE,TE,0,24,2016,0,0,0,0,0,6,,,,,,,,,2,22,0,,,,Arkansas
2015Darius Kilgo,KilgDa01,2015,6,203,DEN,Darius Kilgo,No,NT,DT,1,23,2016,0,0,0,1,1,18,,,,,,,,,,,,7,,,Maryland
2015Darren Waller,WallDa01,2015,6,204,BAL,Darren Waller,No,WR,WR,0,23,2016,0,0,0,0,0,12,,,,,,,,,6,49,1,,,,Georgia Tech
2015Josh Robinson,RobiJo02,2015,6,205,IND,Josh Robinson,No,RB,RB,0,23,2015,0,0,0,0,0,5,,,,,,17,39,0,6,33,0,,,,Mississippi St.
2015Amarlo Herrera,HerrAm00,2015,6,207,IND,Amarlo Herrera,No,ILB,LB,0,24,2015,0,0,0,0,0,3,,,,,,,,,,,,,,,Georgia
2015Andy Gallik,GallAn00,2015,6,208,TEN,Andy Gallik,No,C,C,3,24,2015,0,0,1,3,3,11,,,,,,,,,,,,,,,Boston Col.
2015Reshard Cliett,ClieRe00,2015,6,211,HOU,Reshard Cliett,No,OLB,LB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,South Florida
2015Anthony Chickillo,ChicAn00,2015,6,212,PIT,Anthony Chickillo,No,DE,DE,1,22,2016,0,0,0,1,1,18,,,,,,,,,,,,19,,2.5,Miami (FL)
2015Christian Covington,CoviCh00,2015,6,216,HOU,Christian Covington,No,DT,DT,2,21,2016,0,0,0,2,2,25,,,,,,,,,,,,15,,2,Rice
2015Rakeem Nunez-Roches,NuneRa00,2015,6,217,KAN,Rakeem Nunez-Roches,No,DT,DT,1,22,2016,0,0,0,1,1,12,,,,,,,,,,,,9,,,Southern Miss
2015Anthony Morris,MorrAn00,2015,7,218,OAK,Anthony Morris,No,OL,G,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee St.
2015Hayes Pullard,PullHa00,2015,7,219,CLE,Hayes Pullard,No,ILB,LB,1,,2016,0,0,0,1,,18,,,,,,,,,,,,14,,,USC
2015Neal Sterling,SterNe00,2015,7,220,JAX,Neal Sterling,No,WR,WR,0,23,2016,0,0,0,0,0,15,,,,,,,,,1,10,0,,,,Monmouth
2015Andre Debose,DeboAn00,2015,7,221,OAK,Andre Debose,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,Florida
2015Deon Simon,SimoDe00,2015,7,223,NYJ,Deon Simon,No,NT,DT,0,25,2016,0,0,0,0,0,10,,,,,,,,,,,,3,,,NW State (LA)
2015Ben Koyack,KoyaBe00,2015,7,229,JAX,Ben Koyack,No,TE,TE,0,22,2016,0,0,0,0,0,8,,,,,,,,,8,76,0,,,,Notre Dame
2015Da'Ron Brown,BrowDa03,2015,7,233,KAN,Da'Ron Brown,No,WR,WR,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Northern Illinois
2015Dezmin Lewis,LewiDe02,2015,7,234,BUF,Dezmin Lewis,No,WR,WR,0,22,2015,0,0,0,0,0,1,,,,,,,,,,,,,,,Central Arkansas
2015Kenny Hilliard,HillKe01,2015,7,235,HOU,Kenny Hilliard,No,RB,RB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,LSU
2015Mario Alford,AlfoMa00,2015,7,238,CIN,Mario Alford,No,WR,WR,0,23,2015,0,0,0,0,0,1,,,,,,,,,1,15,0,,,,West Virginia
2015Gerod Holliman,HollGe00,2015,7,239,PIT,Gerod Holliman,No,FS,DB,0,21,,0,0,0,,,,,,,,,,,,,,,,,,Louisville
2015Ifo Ekpre-Olomu,EkprIf00,2015,7,241,CLE,Ifo Ekpre-Olomu,No,CB,DB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon
2015Dexter McDonald,McDoDe02,2015,7,242,OAK,Dexter McDonald,No,CB,DB,0,23,2016,0,0,0,0,0,7,,,,,,,,,,,,4,,,Kansas
2015Tre McBride,McBrTr00,2015,7,245,TEN,Tre McBride,No,WR,WR,0,22,2015,0,0,0,0,0,7,,,,,,1,8,0,2,8,1,,,,William & Mary
2015Darryl Roberts,RobeDa00,2015,7,247,NWE,Darryl Roberts,No,CB,DB,0,24,2016,0,0,0,0,,6,,,,,,,,,,,,10,,,Marshall
2015Trevor Siemian,SiemTr00,2015,7,250,DEN,Trevor Siemian,No,QB,QB,0,22,2016,0,0,0,0,0,10,175,291,2028,12,7,21,34,0,,,,,,,Northwestern
2015Taurean Nixon,NixoTa00,2015,7,251,DEN,Taurean Nixon,No,DB,DB,0,24,2016,0,0,0,0,0,1,,,,,,,,,,,,1,,,Tulane
2015Josh Furman,FurmJo00,2015,7,252,DEN,Josh Furman,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma St.
2015Xzavier Dickson,DickXz00,2015,7,253,NWE,Xzavier Dickson,No,OLB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
2015Denzell Goode,GoodDe01,2015,7,255,IND,Denzell Goode,No,T,T,2,24,2016,0,0,0,2,2,15,,,,,,,,,,,,,,,Mars Hill
2014Jadeveon Clowney,ClowJa00,2014,1,1,HOU,Jadeveon Clowney,No,DE,DE,6,21,2016,0,0,2,6,6,27,,,,,,,,,,,,65,,7.5,South Carolina
2014Blake Bortles,BortBl00,2014,1,3,JAX,Blake Bortles,No,QB,QB,19,22,2016,0,0,3,19,19,40,885,1496,9959,64,48,145,942,3,,,,2,,,Central Florida
2014Sammy Watkins,WatkSa00,2014,1,4,BUF,Sammy Watkins,No,WR,WR,17,21,2016,0,0,2,17,17,31,,,,,,3,9,0,131,2092,15,3,,,Clemson
2014Khalil Mack,MackKh00,2014,1,5,OAK,Khalil Mack,No,LB,LB,21,23,2016,1,1,3,21,21,42,,,,,,,,,,,,148,,27,Buffalo
2014Justin Gilbert,GilbJu00,2014,1,8,CLE,Justin Gilbert,No,DB,DB,3,22,2016,0,0,0,3,3,31,,,,,,,,,,,,30,1,,Oklahoma St.
2014Taylor Lewan,LewaTa00,2014,1,11,TEN,Taylor Lewan,No,T,T,10,23,2016,0,0,2,10,10,37,,,,,,,,,1,10,1,,,,Michigan
2014Ryan Shazier,ShazRy00,2014,1,15,PIT,Ryan Shazier,No,LB,LB,9,22,2016,0,0,1,9,9,29,,,,,,,,,,,,113,2,5,Ohio St.
2014C.J. Mosley,MoslC.00,2014,1,17,BAL,C.J. Mosley,No,LB,LB,0,22,2016,0,1,2,22,22,40,,,,,,,,,,,,212,5,7,Alabama
2014Calvin Pryor,PryoCa00,2014,1,18,NYJ,Calvin Pryor,No,DB,DB,10,22,2016,0,0,3,10,10,39,,,,,,,,,,,,118,2,0.5,Louisville
2014Ja'Wuan James,JameJa01,2014,1,19,MIA,Ja'Wuan James,No,T,T,12,22,2016,0,0,2,12,12,33,,,,,,,,,,,,1,,,Tennessee
2014Johnny Manziel,ManzJo00,2014,1,22,CLE,Johnny Manziel,No,QB,QB,5,21,2015,0,0,0,5,5,15,147,258,1675,7,7,46,259,1,,,,,,,Texas A&M
2014Dee Ford,FordDe00,2014,1,23,KAN,Dee Ford,No,LB,LB,4,23,2016,0,0,1,4,4,40,,,,,,,,,,,,46,,15.5,Auburn
2014Darqueze Dennard,DennDa00,2014,1,24,CIN,Darqueze Dennard,No,DB,DB,2,22,2016,0,0,0,2,2,33,,,,,,,,,,,,47,1,1,Michigan St.
2014Jason Verrett,VerrJa00,2014,1,25,SDG,Jason Verrett,No,DB,DB,10,23,2016,0,1,1,10,10,24,,,,,,,,,,,,71,5,,TCU
2014Dominique Easley,EaslDo00,2014,1,29,NWE,Dominique Easley,No,DT,DT,4,22,2016,0,0,0,4,4,32,,,,,,,,,,,,29,1,5.5,Florida
2014Bradley Roby,RobyBr00,2014,1,31,DEN,Bradley Roby,No,DB,DB,5,22,2016,0,0,0,5,5,42,,,,,,,,,,,,126,4,2,Ohio St.
2014Xavier Su'a-Filo,Sua-Xa00,2014,2,33,HOU,Xavier Su'a-Filo,No,G,G,5,23,2016,0,0,2,5,5,34,,,,,,,,,,,,,,,UCLA
2014Joel Bitonio,BitoJo00,2014,2,35,CLE,Joel Bitonio,No,G,G,10,22,2016,0,0,2,10,10,31,,,,,,,,,,,,2,,,Nevada
2014Derek Carr,CarrDe02,2014,2,36,OAK,Derek Carr,No,QB,QB,18,23,2016,0,1,3,18,18,42,953,1557,10057,73,29,86,292,0,0,0,0,1,,,Fresno St.
2014Marqise Lee,LeexMa00,2014,2,39,JAX,Marqise Lee,No,WR,WR,5,22,2016,0,0,1,5,5,33,,,,,,11,70,0,94,1157,3,2,,,USC
2014Cyrus Kouandjio,KouaCy00,2014,2,44,BUF,Cyrus Kouandjio,No,T,T,2,21,2016,0,0,0,2,2,19,,,,,,,,,,,,,,,Alabama
2014Stephon Tuitt,TuitSt00,2014,2,46,PIT,Stephon Tuitt,No,DE,DE,11,21,2016,0,0,2,11,11,41,,,,,,,,,,,,77,1,10.5,Notre Dame
2014Timmy Jernigan,JernTi00,2014,2,48,BAL,Timmy Jernigan,No,DT,DT,7,22,2016,0,0,1,7,7,37,,,,,,,,,,,,44,1,13,Florida St.
2014Jace Amaro,AmarJa00,2014,2,49,NYJ,Jace Amaro,No,TE,TE,3,22,2016,0,0,0,3,3,16,,,,,,,,,41,404,2,,,,Texas Tech
2014Jeremiah Attaochu,AttaJe00,2014,2,50,SDG,Jeremiah Attaochu,No,LB,LB,7,21,2016,0,0,1,7,7,33,,,,,,,,,,,,57,,10,Georgia Tech
2014Bishop Sankey,SankBi00,2014,2,54,TEN,Bishop Sankey,No,RB,RB,6,22,2015,0,0,1,6,6,29,,,,,,199,762,3,32,272,1,1,,,Washington
2014Jeremy Hill,HillJe01,2014,2,55,CIN,Jeremy Hill,No,RB,RB,16,21,2016,0,0,2,16,16,42,,,,,,580,2541,26,51,356,1,5,,,LSU
2014Cody Latimer,LatiCo00,2014,2,56,DEN,Cody Latimer,No,WR,WR,0,21,2016,0,0,0,0,0,29,,,,,,2,1,0,11,104,1,,,,Indiana
