column_a,player_id,year,rnd,pick,tm,player,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
2015Jameis Winston,WinsJa00,2015,1,1,TAM,Jameis Winston,No,QB,QB,13,21,2016,0,1,2,13,13,26,540,913,6722,42,25,86,311,7,,,,,,,Florida St.
2015Brandon Scherff,ScheBr00,2015,1,5,WAS,Brandon Scherff,No,T,T,7,23,2016,0,0,2,7,7,27,,,,,,,,,,,,,,,Iowa
2015Kevin White,WhitKe00,2015,1,7,CHI,Kevin White,No,WR,WR,0,23,2016,0,0,0,0,0,4,,,,,,1,9,0,19,187,0,,,,West Virginia
2015Vic Beasley,BeasVi00,2015,1,8,ATL,Vic Beasley,No,OLB,LB,7,23,2016,0,0,1,7,7,26,,,,,,,,,,,,44,1,13.5,Clemson
2015Ereck Flowers,FlowEr00,2015,1,9,NYG,Ereck Flowers,No,T,T,9,21,2016,0,0,2,9,9,25,,,,,,,,,1,-11,0,,,,Miami (FL)
1985Chuck Scott,ScotCh22,1985,2,50,RAM,Chuck Scott,No,WR,WR,1,22,1987,0,0,0,1,1,11,,,,,,,,,6,87,0,,,Vanderbilt,
2015Trae Waynes,WaynTr00,2015,1,11,MIN,Trae Waynes,No,CB,DB,1,23,2016,0,0,0,1,1,26,,,,,,,,,,,,54,2,,Michigan St.
2015Andrus Peat,PeatAn00,2015,1,13,NOR,Andrus Peat,No,T,T,6,21,2016,0,0,0,6,6,21,,,,,,,,,,,,,,,Stanford
2015Arik Armstead,ArmsAr01,2015,1,17,SFO,Arik Armstead,No,DT,DT,1,21,2016,0,0,0,1,1,24,,,,,,,,,,,,23,,4.5,Oregon
2015Nelson Agholor,AghoNe00,2015,1,20,PHI,Nelson Agholor,No,WR,WR,2,22,2016,0,0,1,2,2,23,,,,,,1,5,0,50,547,2,,,,USC
2015D.J. Humphries,HumpD.00,2015,1,24,ARI,D.J. Humphries,No,T,T,0,21,2016,0,0,1,0,0,10,,,,,,,,,,,,,,,Florida
2015Shaq Thompson,ThomSh01,2015,1,25,CAR,Shaq Thompson,No,OLB,LB,5,21,2016,0,0,1,5,5,22,,,,,,,,,,,,48,,1,Washington
2015Byron Jones,JoneBy00,2015,1,27,DAL,Byron Jones,No,CB,DB,4,23,2016,0,0,1,4,4,27,,,,,,,,,,,,92,,,Connecticut
2015Laken Tomlinson,TomlLa01,2015,1,28,DET,Laken Tomlinson,No,G,G,7,23,2016,0,0,1,7,7,27,,,,,,,,,,,,,,,Duke
2015Damarious Randall,RandDa00,2015,1,30,GNB,Damarious Randall,No,FS,DB,5,23,2016,0,0,0,5,5,19,,,,,,,,,,,,66,4,,Arizona St.
2015Stephone Anthony,AnthSt00,2015,1,31,NOR,Stephone Anthony,No,ILB,LB,6,23,2016,0,0,1,6,6,23,,,,,,,,,,,,74,1,1,Clemson
2015Landon Collins,CollLa00,2015,2,33,NYG,Landon Collins,No,SS,DB,5,21,2016,0,0,2,5,5,26,,,,,,,,,,,,146,6,3,Alabama
2015Donovan Smith,SmitDo02,2015,2,34,TAM,Donovan Smith,No,T,T,8,22,2016,0,0,1,8,8,26,,,,,,,,,,,,,,,Penn St.
2015Preston Smith,SmitPr00,2015,2,38,WAS,Preston Smith,No,DE,DE,3,22,2016,0,0,1,3,3,27,,,,,,,,,,,,37,1,11.5,Mississippi St.
2015Eddie Goldman,GoldEd00,2015,2,39,CHI,Eddie Goldman,No,DT,DT,6,21,2016,0,0,1,6,6,18,,,,,,,,,,,,22,,6,Florida St.
2015Devin Funchess,FuncDe00,2015,2,41,CAR,Devin Funchess,No,TE,TE,5,21,2016,0,0,0,5,5,26,,,,,,,,,47,739,8,,,,Michigan
2015Jalen Collins,CollJa02,2015,2,42,ATL,Jalen Collins,No,CB,DB,1,22,2016,0,0,0,1,1,19,,,,,,,,,,,,19,,,LSU
2015Hau'oli Kikaha,KikaHa00,2015,2,44,NOR,Hau'oli Kikaha,No,OLB,LB,4,23,2015,0,0,1,4,4,15,,,,,,,,,,,,32,,4,Washington
2015Eric Kendricks,KendEr00,2015,2,45,MIN,Eric Kendricks,No,ILB,LB,6,23,2016,0,0,1,6,6,24,,,,,,,,,,,,115,1,4,UCLA
2015Jaquiski Tartt,TartJa00,2015,2,46,SFO,Jaquiski Tartt,No,SS,DB,3,23,2016,0,0,1,3,3,24,,,,,,,,,,,,62,1,2,Samford
2015Eric Rowe,RoweEr00,2015,2,47,PHI,Eric Rowe,No,CB,DB,2,22,2016,0,0,0,2,2,20,,,,,,,,,,,,35,1,,Utah
2015Ameer Abdullah,AbduAm00,2015,2,54,DET,Ameer Abdullah,No,RB,RB,5,22,2016,0,0,1,5,5,19,,,,,,161,698,2,30,240,2,,,,Nebraska
1985Dale Hatcher,HatcDa20,1985,3,77,RAM,Dale Hatcher,No,P,P,9,22,1993,1,1,6,10,9,99,,,,,,1,0,0,,,,,,Clemson,
2015Markus Golden,GoldMa00,2015,2,58,ARI,Markus Golden,No,DE,DE,4,24,2016,0,0,0,4,4,25,,,,,,,,,,,,45,,10,Missouri
2015Randy Gregory,GregRa00,2015,2,60,DAL,Randy Gregory,No,OLB,LB,1,22,2015,0,0,0,1,1,12,,,,,,,,,,,,7,,,Nebraska
2015Ali Marpet,MarpAl00,2015,2,61,TAM,Ali Marpet,No,C,C,6,22,2016,0,0,2,6,6,23,,,,,,,,,,,,,,,Hobart
2015Quinten Rollins,RollQu00,2015,2,62,GNB,Quinten Rollins,No,CB,DB,3,23,2016,0,0,0,3,3,21,,,,,,,,,,,,39,2,1,Miami (OH)
2015Frank Clark,ClarFr01,2015,2,63,SEA,Frank Clark,No,DE,DE,2,22,2016,0,0,0,2,2,24,,,,,,,,,,,,31,,10.5,Michigan
2015Tyler Lockett,LockTy00,2015,3,69,SEA,Tyler Lockett,No,WR,WR,9,23,2016,1,1,0,9,9,26,,,,,,7,35,0,74,989,6,,,,Kansas St.
2015Hroniss Grasu,GrasHr00,2015,3,71,CHI,Hroniss Grasu,No,C,C,4,24,2015,0,0,1,4,4,8,,,,,,,,,,,,,,,Oregon
1985Damone Johnson,JohnDa01,1985,6,162,RAM,Damone Johnson,No,TE,TE,7,23,1992,0,0,3,8,8,82,,,,,,,,,132,1015,18,,,Cal Poly-San Luis Obispo,
2015Tevin Coleman,ColeTe01,2015,3,73,ATL,Tevin Coleman,No,RB,RB,3,22,2016,0,0,0,3,3,19,,,,,,146,626,6,21,344,1,,,,Indiana
2015Owamagbe Odighizuwa,OdigOw00,2015,3,74,NYG,Owamagbe Odighizuwa,No,DE,DE,0,23,2016,0,0,0,0,0,14,,,,,,,,,,,,3,,,UCLA
2015Garrett Grayson,GrayGa00,2015,3,75,NOR,Garrett Grayson,No,QB,QB,0,24,2015,0,0,0,0,0,1,,,,,,,,,,,,,,,Colorado St.
2015P.J. Williams,WillP.00,2015,3,78,NOR,P.J. Williams,No,CB,DB,0,22,2016,0,0,0,0,0,2,,,,,,,,,,,,5,,,Florida St.
2015Eli Harold,HaroEl00,2015,3,79,SFO,Eli Harold,No,OLB,LB,2,21,2016,0,0,0,2,2,26,,,,,,,,,,,,24,,1,Virginia
2015Alex Carter,CartAl01,2015,3,80,DET,Alex Carter,No,CB,DB,0,20,,0,0,0,,,,,,,,,,,,,,,,,,Stanford
2015Jordan Hicks,HickJo00,2015,3,84,PHI,Jordan Hicks,No,OLB,LB,4,23,2016,0,0,1,4,4,18,,,,,,,,,,,,77,4,2,Texas
2015David Johnson,JohnDa08,2015,3,86,ARI,David Johnson,No,RB,RB,9,23,2016,0,0,1,9,9,26,,,,,,322,1444,18,83,967,6,,,,Northern Iowa
2015Danielle Hunter,HuntDa01,2015,3,88,MIN,Danielle Hunter,No,DE,DE,3,20,2016,0,0,0,3,3,25,,,,,,,,,,,,42,,13.5,LSU
1985Danny Bradley,BradDa21,1985,7,189,RAM,Danny Bradley,No,RB,RB,0,22,1987,0,0,0,0,,3,,,,,,,,,7,50,2,,,Oklahoma,
2015Chaz Green,GreeCh02,2015,3,91,DAL,Chaz Green,No,T,T,0,23,2016,0,0,0,0,0,4,,,,,,,,,,,,,,,Florida
2015Ty Montgomery,MontTy01,2015,3,94,GNB,Ty Montgomery,No,WR,WR,1,22,2016,0,0,0,1,1,15,,,,,,31,159,0,43,376,2,,,,Stanford
2015Matt Jones,JoneMa04,2015,3,95,WAS,Matt Jones,No,RB,RB,6,22,2016,0,0,0,6,6,20,,,,,,243,950,6,27,377,1,,,,Florida
2015Daryl Williams,WillDa06,2015,4,102,CAR,Daryl Williams,No,G,G,2,23,2016,0,0,0,2,2,20,,,,,,,,,,,,,,,Oklahoma
2015Jamison Crowder,CrowJa00,2015,4,105,WAS,Jamison Crowder,No,WR,WR,5,22,2016,0,0,0,5,5,27,0,1,0,0,0,4,0,0,114,1329,8,,,,Duke
2015Jeremy Langford,LangJe00,2015,4,106,CHI,Jeremy Langford,No,RB,RB,6,23,2016,0,0,0,6,6,22,,,,,,187,677,9,35,357,1,,,,Michigan St.
2015Justin Hardy,HardJu00,2015,4,107,ATL,Justin Hardy,No,WR,WR,2,23,2016,0,0,0,2,2,19,,,,,,,,,31,277,2,,,,East Carolina
2015T.J. Clemmings,ClemT.00,2015,4,110,MIN,T.J. Clemmings,No,T,T,0,23,2016,0,0,1,8,8,26,,,,,,,,,,,,,,,Pittsburgh
2015Arie Kouandjio,KouaAr00,2015,4,112,WAS,Arie Kouandjio,No,G,G,0,23,2016,0,0,0,0,0,6,,,,,,,,,,,,,,,Alabama
2015Gabe Wright,WrigGa00,2015,4,113,DET,Gabe Wright,No,DT,DT,1,23,2016,0,0,0,1,1,10,,,,,,,,,,,,7,,,Auburn
2015Rodney Gunter,GuntRo00,2015,4,116,ARI,Rodney Gunter,No,DT,DT,6,23,2016,0,0,1,6,6,26,,,,,,,,,,,,19,,1,Delaware St.
2015Blake Bell,BellBl00,2015,4,117,SFO,Blake Bell,No,TE,TE,1,24,2016,0,0,0,1,1,23,,,,,,,,,17,196,0,,,,Oklahoma
1985Dennis Williams,,1985,10,271,STL,Dennis Williams,No,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,Furman,
2015Kwon Alexander,AlexKw00,2015,4,124,TAM,Kwon Alexander,No,OLB,LB,5,21,2016,0,0,2,5,5,22,,,,,,,,,,,,130,3,5,LSU
2015Mike Davis,DaviMi01,2015,4,126,SFO,Mike Davis,No,RB,RB,1,22,2016,0,0,0,1,1,14,,,,,,54,108,1,10,63,0,,,,South Carolina
2015Damien Wilson,WilsDa02,2015,4,127,DAL,Damien Wilson,No,ILB,LB,1,22,2016,0,0,0,1,1,27,,,,,,,,,,,,17,,0.5,Minnesota
2015Jake Ryan,RyanJa00,2015,4,129,GNB,Jake Ryan,No,OLB,LB,4,23,2016,0,0,0,4,4,23,,,,,,,,,,,,71,,,Michigan
2015Terry Poole,PoolTe00,2015,4,130,SEA,Terry Poole,No,G,G,0,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.
2015DeAndre Smelter,SmelDe00,2015,4,132,SFO,DeAndre Smelter,No,WR,WR,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Georgia Tech
2015Mark Glowinski,GlowMa00,2015,4,134,SEA,Mark Glowinski,No,G,G,1,23,2016,0,0,1,1,1,19,,,,,,,,,,,,,,,West Virginia
2015Grady Jarrett,JarrGr00,2015,5,137,ATL,Grady Jarrett,No,NT,DT,2,22,2016,0,0,0,2,2,25,,,,,,,,,,,,27,,3,Clemson
2015Martrell Spaight,SpaiMa00,2015,5,141,WAS,Martrell Spaight,No,OLB,LB,0,22,2016,0,0,0,0,0,10,,,,,,,,,,,,,1,,Arkansas
2015Adrian Amos,AmosAd00,2015,5,142,CHI,Adrian Amos,No,FS,DB,6,22,2016,0,0,2,6,6,26,,,,,,,,,,,,97,,1,Penn St.
2015MyCole Pruitt,PruiMy00,2015,5,143,MIN,MyCole Pruitt,No,TE,TE,1,23,2016,0,0,0,1,1,18,,,,,,,,,11,96,0,,,,Southern Illinois
2015Mykkele Thompson,ThomMy00,2015,5,144,NYG,Mykkele Thompson,No,S,DB,0,22,2016,0,0,0,0,0,1,,,,,,,,,,,,,,,Texas
2015Stefon Diggs,DiggSt00,2015,5,146,MIN,Stefon Diggs,No,WR,WR,8,21,2016,0,0,1,8,8,22,,,,,,6,23,0,119,1467,6,,,,Maryland
2015Brett Hundley,HundBr00,2015,5,147,GNB,Brett Hundley,No,QB,QB,0,22,2016,0,0,0,0,0,2,2,7,17,0,1,1,0,0,,,,,,,UCLA
2015Davis Tull,TullDa00,2015,5,148,NOR,Davis Tull,No,OLB,LB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Tenn-Chattanooga
2015Tyeler Davison,DaviTy01,2015,5,154,NOR,Tyeler Davison,No,DT,DT,2,23,2016,0,0,0,2,2,25,,,,,,,,,,,,18,,1.5,Fresno St.
2015Shaquille Riddick,RiddSh00,2015,5,158,ARI,Shaquille Riddick,No,DE,DE,0,22,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia
2015JJ Nelson,NelsJJ00,2015,5,159,ARI,JJ Nelson,No,WR,WR,3,23,2016,0,0,0,3,3,20,,,,,,4,27,0,29,542,4,,,,Ala-Birmingham
2015Kenny Bell,BellKe02,2015,5,162,TAM,Kenny Bell,No,WR,WR,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska
2015Ryan Russell,RussRy00,2015,5,163,DAL,Ryan Russell,No,DE,DE,0,23,2016,0,0,0,0,0,3,,,,,,,,,,,,1,,,Purdue
2015Bradley Pinion,PiniBr00,2015,5,165,SFO,Bradley Pinion,No,P,P,1,21,2016,0,0,0,1,1,26,,,,,,,,,,,,,,,Clemson
2015Damian Swann,SwanDa02,2015,5,167,NOR,Damian Swann,No,CB,DB,1,22,2015,0,0,0,1,1,7,,,,,,,,,,,,20,,,Georgia
2015Michael Burton,BurtMi00,2015,5,168,DET,Michael Burton,No,FB,FB,0,23,2016,0,0,0,0,0,27,,,,,,4,2,0,6,39,1,,,,Rutgers
2015David Mayo,MayoDa00,2015,5,169,CAR,David Mayo,No,LB,LB,1,22,2016,0,0,0,1,1,22,,,,,,,,,,,,2,,,Texas St.
2015Tye Smith,SmitTy01,2015,5,170,SEA,Tye Smith,No,CB,DB,0,22,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,Towson
2015Cameron Artis-Payne,ArtiCa00,2015,5,174,CAR,Cameron Artis-Payne,No,RB,RB,2,25,2016,0,0,0,2,2,10,,,,,,81,327,3,6,69,0,,,,Auburn
2015Kyshoen Jarrett,JarrKy00,2015,6,181,WAS,Kyshoen Jarrett,No,SS,DB,2,22,2015,0,0,0,2,2,16,,,,,,,,,,,,38,,,Virginia Tech
2015Tevin Mitchel,MitcTe01,2015,6,182,WAS,Tevin Mitchel,No,CB,DB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas
2015Tayo Fabuluje,FabuTa00,2015,6,183,CHI,Tayo Fabuluje,No,T,T,0,24,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,TCU
2015Kaelin Clay,ClayKa00,2015,6,184,TAM,Kaelin Clay,No,WR,WR,1,23,2015,0,0,0,1,,7,,,,,,,,,,,,,,,Utah
2015Tyrus Thompson,ThomTy01,2015,6,185,MIN,Tyrus Thompson,No,T,T,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma
2015Geremy Davis,DaviGe00,2015,6,186,NYG,Geremy Davis,No,WR,WR,0,23,2015,0,0,0,0,0,10,,,,,,,,,2,21,0,,,,Connecticut
2015Evan Spencer,SpenEv00,2015,6,187,WAS,Evan Spencer,No,WR,WR,0,,2015,0,0,0,0,,1,,,,,,,,,,,,,,,Ohio St.
2015Ian Silberman,SilbIa00,2015,6,190,SFO,Ian Silberman,No,G,G,0,22,2015,0,0,0,0,0,1,,,,,,,,,,,,,,,Boston Col.
2015JaCorey Shepherd,ShepJa00,2015,6,191,PHI,JaCorey Shepherd,No,CB,DB,0,,2016,0,0,0,0,,4,,,,,,,,,,,,,,,Kansas
2015B.J. Dubose,DuboB.00,2015,6,193,MIN,B.J. Dubose,No,DE,DE,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Louisville
2015Randall Evans,EvanRa00,2015,6,196,PHI,Randall Evans,No,CB,DB,0,23,2015,0,0,0,0,0,1,,,,,,,,,,,,,,,Kansas St.
2015Quandre Diggs,DiggQu00,2015,6,200,DET,Quandre Diggs,No,CB,DB,2,23,2016,0,0,0,2,2,27,,,,,,,,,,,,65,,,Texas
1985Doug Flutie,FlutDo00,1985,11,285,RAM,Doug Flutie,No,QB,QB,7,22,2005,0,1,4,51,,92,1177,2151,14715,86,68,338,1634,10,,,,,,Boston Col.,
2015Aaron Ripkowski,RipkAa00,2015,6,206,GNB,Aaron Ripkowski,No,FB,FB,0,22,2016,0,0,0,0,0,25,,,,,,16,72,0,5,30,0,,,,Oklahoma
2015Obum Gwacham,GwacOb00,2015,6,209,SEA,Obum Gwacham,No,DE,DE,1,24,2016,0,0,0,1,,10,,,,,,,,,,,,3,,2.5,Oregon St.
2015Christian Ringo,RingCh00,2015,6,210,GNB,Christian Ringo,No,DE,DE,0,23,2016,0,0,0,0,0,4,,,,,,,,,,,,1,,,La-Lafayette
2015Kennard Backman,BackKe00,2015,6,213,GNB,Kennard Backman,No,TE,TE,0,22,2015,0,0,0,0,0,7,,,,,,,,,,,,,,,Ala-Birmingham
2015Kristjan Sokoli,SokoKr00,2015,6,214,SEA,Kristjan Sokoli,No,DT,DT,0,24,2015,0,0,0,0,0,1,,,,,,,,,,,,,,,Buffalo
1985Duval Love,LoveDu00,1985,10,274,RAM,Duval Love,No,G,G,13,22,1996,0,1,8,49,22,167,,,,,,,,,,,,,,UCLA,
2015Austin Reiter,ReitAu00,2015,7,222,WAS,Austin Reiter,No,C,C,0,23,2016,0,0,0,0,,1,,,,,,,,,,,,,,,South Florida
1985Freddie Joe Nunn,NunnFr20,1985,1,18,STL,Freddie Joe Nunn,No,DE,DE,32,23,1996,0,0,8,48,46,157,,,,,,,,,,,,,67.5,Mississippi,
2015Jake Rodgers,RodgJa02,2015,7,225,ATL,Jake Rodgers,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,,East. Washington
2015Bobby Hart,HartBo00,2015,7,226,NYG,Bobby Hart,No,G,G,1,21,2016,0,0,0,1,1,18,,,,,,,,,,,,,,,Florida St.
1985Gary Swanson,,1985,9,245,RAM,Gary Swanson,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,Cal Poly-San Luis Obispo,
2015Austin Shepherd,ShepAu00,2015,7,228,MIN,Austin Shepherd,No,T,T,1,23,2015,0,0,0,1,1,14,,,,,,,,,,,,,,,Alabama
2015Marcus Murphy,MurpMa03,2015,7,230,NOR,Marcus Murphy,No,RB,RB,1,23,2016,0,0,0,1,1,16,,,,,,1,0,0,1,3,0,,,,Missouri
2015Joey Iosefa,IoseJo00,2015,7,231,TAM,Joey Iosefa,No,FB,FB,0,24,2015,0,0,0,0,,2,,,,,,15,51,0,,,,,,,Hawaii
2015Edmond Robinson,RobiEd00,2015,7,232,MIN,Edmond Robinson,No,OLB,LB,1,23,2016,0,0,0,1,1,17,,,,,,,,,,,,4,,,Newberry
2015Mark Nzeocha,NzeoMa00,2015,7,236,DAL,Mark Nzeocha,No,OLB,LB,0,25,2016,0,0,0,0,0,4,,,,,,,,,,,,,,,Wyoming
2015Brian Mihalik,MihaBr00,2015,7,237,PHI,Brian Mihalik,No,DE,DE,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Boston Col.
2015Corey Robinson,RobiCo00,2015,7,240,DET,Corey Robinson,No,T,T,0,23,2016,0,0,0,0,0,10,,,,,,,,,,,,,,,South Carolina
2015Laurence Gibson,GibsLa00,2015,7,243,DAL,Laurence Gibson,No,T,T,0,24,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech
2015Trenton Brown,BrowTr02,2015,7,244,SFO,Trenton Brown,No,G,G,1,22,2016,0,0,1,1,1,16,,,,,,,,,,,,,,,Florida
2015Geoff Swaim,SwaiGe00,2015,7,246,DAL,Geoff Swaim,No,TE,TE,0,24,2016,0,0,0,0,0,13,,,,,,,,,7,69,0,,,,Texas
2015Ryan Murphy,MurpRy00,2015,7,248,SEA,Ryan Murphy,No,DB,DB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.
2015Akeem King,KingAk00,2015,7,249,ATL,Akeem King,No,DB,DB,0,22,2015,0,0,0,0,0,5,,,,,,,,,,,,,,,San Jose St.
2015Rory 'Busta' Anderson,AndeRo02,2015,7,254,SFO,Rory 'Busta' Anderson,No,TE,TE,0,22,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina
2015Gerald Christian,ChriGe00,2015,7,256,ARI,Gerald Christian,No,TE,TE,0,24,2016,0,0,0,0,,2,,,,,,,,,,,,,,,Louisville
1985Jay Novacek,NovaJa00,1985,6,158,STL,Jay Novacek,No,TE,TE,10,22,1995,1,5,6,45,7,158,,,,,,2,12,1,422,4630,30,,,Wyoming,
2014Jake Matthews,MattJa00,2014,1,6,ATL,Jake Matthews,No,T,T,16,22,2016,0,0,3,16,16,41,,,,,,,,,,,,1,,,Texas A&M
2014Mike Evans,EvanMi00,2014,1,7,TAM,Mike Evans,No,WR,WR,17,21,2016,0,0,3,17,17,40,,,,,,,,,207,3173,23,4,,,Texas A&M
2014Anthony Barr,BarrAn00,2014,1,9,MIN,Anthony Barr,No,LB,LB,16,22,2016,0,1,3,16,16,37,,,,,,,,,,,,138,1,9.5,UCLA
2014Eric Ebron,EbroEr00,2014,1,10,DET,Eric Ebron,No,TE,TE,6,21,2016,0,0,1,6,6,35,,,,,,1,1,1,107,1236,7,,,,North Carolina
2014Odell Beckham,BeckOd00,2014,1,12,NYG,Odell Beckham,No,WR,WR,24,21,2016,0,2,3,23,23,37,0,1,0,0,0,8,38,0,246,3574,31,3,,,LSU
1985Jerry Gray,GrayJe00,1985,1,21,RAM,Jerry Gray,No,DB,DB,49,22,1993,0,4,7,58,51,134,,,,,,,,,,,,28,,Texas,
2014Kyle Fuller,FullKy00,2014,1,14,CHI,Kyle Fuller,No,DB,DB,11,22,2015,0,0,2,11,11,32,,,,,,,,,,,,96,6,,Virginia Tech
2014Zack Martin,MartZa00,2014,1,16,DAL,Zack Martin,No,G,G,22,23,2016,1,2,3,22,22,43,,,,,,,,,,,,1,,,Notre Dame
2014Brandin Cooks,CookBr00,2014,1,20,NOR,Brandin Cooks,No,WR,WR,14,21,2016,0,0,1,14,14,36,,,,,,20,117,1,188,2424,18,2,,,Oregon St.
2014Ha Ha Clinton-Dix,ClinHa00,2014,1,21,GNB,Ha Ha Clinton-Dix,No,DB,DB,11,21,2016,0,0,3,11,11,42,,,,,,,,,,,,193,5,4.5,Alabama
2014Marcus Smith,SmitMa03,2014,1,26,PHI,Marcus Smith,No,LB,LB,1,22,2016,0,0,0,1,1,31,,,,,,,,,,,,9,,3,Louisville
2014Deone Bucannon,BucaDe00,2014,1,27,ARI,Deone Bucannon,No,DB,DB,9,22,2016,0,0,2,9,9,42,,,,,,,,,,,,209,1,5,Washington St.
2014Kelvin Benjamin,BenjKe00,2014,1,28,CAR,Kelvin Benjamin,No,WR,WR,8,23,2016,0,0,1,8,8,26,,,,,,,,,119,1691,13,2,,,Florida St.
2014Jimmie Ward,WardJi01,2014,1,30,SFO,Jimmie Ward,No,DB,DB,4,23,2016,0,0,0,4,4,31,,,,,,,,,,,,92,1,1,Northern Illinois
2014Teddy Bridgewater,BridTe00,2014,1,32,MIN,Teddy Bridgewater,No,QB,QB,22,21,2015,0,1,2,22,22,29,551,849,6150,28,21,91,401,4,,,,1,,,Louisville
2014Demarcus Lawrence,LawrDe00,2014,2,34,DAL,Demarcus Lawrence,No,DE,DE,8,22,2016,0,0,1,8,8,30,,,,,,,,,,,,52,,9,Boise St.
2014Ra'Shede Hageman,HageRa00,2014,2,37,ATL,Ra'Shede Hageman,No,DT,DT,6,24,2016,0,0,1,6,6,39,,,,,,,,,,,,34,,2,Minnesota
2014Austin Seferian-Jenkins,SefeAu00,2014,2,38,TAM,Austin Seferian-Jenkins,No,TE,TE,5,22,2016,0,0,1,5,5,20,,,,,,,,,47,620,7,1,,,Washington
2014Kyle Van Noy,VanNKy00,2014,2,40,DET,Kyle Van Noy,No,LB,LB,2,24,2016,0,0,0,2,2,31,,,,,,,,,,,,33,,2,BYU
1985K.D. Dunn,DunnKD00,1985,5,116,STL,K.D. Dunn,No,TE,TE,2,22,1989,0,0,0,2,,33,,,,,,,,,11,163,0,,,Clemson,
2014Jordan Matthews,MattJo00,2014,2,42,PHI,Jordan Matthews,No,WR,WR,13,22,2016,0,0,2,13,13,42,,,,,,,,,205,2508,19,,,,Vanderbilt
2014Weston Richburg,RichWe00,2014,2,43,NYG,Weston Richburg,No,OL,C,15,23,2016,0,0,3,15,15,41,,,,,,,,,,,,,,,Colorado St.
2014Paul Richardson,RichPa01,2014,2,45,SEA,Paul Richardson,No,WR,WR,3,22,2016,0,0,0,3,3,26,,,,,,,,,42,500,1,1,,,Colorado
2014Trent Murphy,MurpTr00,2014,2,47,WAS,Trent Murphy,No,LB,LB,11,23,2016,0,0,2,11,11,42,,,,,,,,,,,,52,,13,Stanford
2014Ego Ferguson,FergEg00,2014,2,51,CHI,Ego Ferguson,No,DT,DT,2,23,2015,0,0,0,2,2,20,,,,,,,,,,,,13,,2,LSU
2014Troy Niklas,NiklTr00,2014,2,52,ARI,Troy Niklas,No,TE,TE,0,22,2016,0,0,0,0,0,26,,,,,,,,,8,71,2,2,,,Notre Dame
2014Davante Adams,AdamDa01,2014,2,53,GNB,Davante Adams,No,WR,WR,9,21,2016,0,0,2,9,9,39,,,,,,,,,141,1592,10,1,,,Fresno St.
2014Carlos Hyde,HydeCa00,2014,2,57,SFO,Carlos Hyde,No,RB,RB,5,23,2016,0,0,0,5,5,29,,,,,,339,1332,13,39,211,0,,,,Ohio St.
2014Stanley Jean-Baptiste,JeanSt00,2014,2,58,NOR,Stanley Jean-Baptiste,No,DB,DB,0,24,2014,0,0,0,0,0,4,,,,,,,,,,,,,,,Nebraska
2014Kony Ealy,EalyKo00,2014,2,60,CAR,Kony Ealy,No,DE,DE,6,22,2016,0,0,1,6,6,41,,,,,,,,,,,,34,1,11,Missouri
2014Justin Britt,BritJu00,2014,2,64,SEA,Justin Britt,No,T,T,18,23,2016,0,0,3,18,18,42,,,,,,,,,,,,,,,Missouri
2014Morgan Moses,MoseMo00,2014,3,66,WAS,Morgan Moses,No,OL,T,10,23,2016,0,0,2,10,10,35,,,,,,,,,,,,1,,,Virginia
2014Dezmen Southward,SoutDe00,2014,3,68,ATL,Dezmen Southward,No,DB,DB,1,23,2015,0,0,0,1,1,19,,,,,,,,,,,,17,1,1,Wisconsin
2014Charles Sims,SimsCh00,2014,3,69,TAM,Charles Sims,No,RB,RB,10,24,2016,0,0,0,10,10,28,,,,,,214,830,2,84,863,5,1,,,West Virginia
2014Marcus Martin,MartMa01,2014,3,70,SFO,Marcus Martin,No,C,C,9,20,2016,0,0,2,9,9,25,,,,,,,,,,,,1,,,USC
2014Scott Crichton,CricSc00,2014,3,72,MIN,Scott Crichton,No,DE,DE,2,22,2015,0,0,0,2,2,21,,,,,,,,,,,,5,,,Oregon St.
2014Jay Bromley,BromJa00,2014,3,74,NYG,Jay Bromley,No,DT,DT,3,22,2016,0,0,0,3,3,34,,,,,,,,,,,,28,,1,Syracuse
1985Kevin Brown,,1985,11,301,RAM,Kevin Brown,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,Northwestern,
